timestamp,phase,cpu_percent,ram_percent,process_count,total_threads,load_index,cpu_per_thread,resource_pressure,rolling_cpu_mean
06:22.9,high,77.5,87.1,202,3253,82.3,0.023824162,6750.25,NAN
06:30.9,high,40.9,93.6,201,3235,67.25,0.012642968,3828.24,NAN
06:38.6,high,38.5,92.6,201,3221,65.55,0.01195281,3565.1,NAN
06:46.3,high,39.6,93.2,201,3256,66.4,0.012162162,3690.72,NAN
06:54.5,high,72.1,94.4,208,3418,83.25,0.021094207,6806.24,53.72
07:03.4,high,70,95.2,214,3453,82.6,0.020272227,6664,52.22
07:13.0,high,80.4,95.5,209,3431,87.95,0.023433401,7678.2,60.12
07:22.6,high,80.8,96.1,210,3432,88.45,0.023543124,7764.88,68.58
07:33.8,high,95.4,96.1,209,3431,95.75,0.027805305,9167.94,79.74
07:43.0,high,95.3,94.1,207,3426,94.7,0.027816696,8967.73,84.38
07:52.1,high,99.6,95.5,208,3402,97.55,0.029276896,9511.8,90.3
08:00.4,high,32.4,97.2,210,3409,64.8,0.009504253,3149.28,80.7
08:09.1,high,79.2,93.1,210,3431,86.15,0.023083649,7373.52,80.38
08:16.7,high,92.2,94.2,209,3388,93.2,0.027213695,8685.24,79.74
08:24.8,high,100,96.1,210,3271,98.05,0.030571691,9610,80.68
08:32.7,high,79.9,96.5,208,3166,88.2,0.025236892,7710.35,76.74
08:41.1,high,98.1,96.7,209,3165,97.4,0.030995261,9486.27,89.88
08:49.0,high,51.4,95.7,209,3143,73.55,0.016353802,4918.98,84.32
08:56.9,high,80.9,96.1,209,3069,88.5,0.026360378,7774.49,82.06
09:05.1,high,53.1,96.7,209,3066,74.9,0.017318982,5134.77,72.68
09:13.1,high,78.8,98,209,3059,88.4,0.025760052,7722.4,72.46
09:21.1,high,49,96.5,209,3041,72.75,0.016113121,4728.5,62.64
09:29.6,high,97.5,95.3,208,3029,96.4,0.032188841,9291.75,71.86
09:38.6,high,84.5,95.2,209,3035,89.85,0.027841845,8044.4,72.58
09:47.2,high,70.8,95.5,209,3044,83.15,0.02325887,6761.4,76.12
09:56.9,high,83.9,88,204,2908,85.95,0.028851444,7383.2,77.14
10:04.8,high,70.9,81.7,202,2829,76.3,0.025061859,5792.53,81.52
10:12.3,high,47.9,76.7,201,2817,62.3,0.017003905,3673.93,71.6
10:19.7,high,93.8,77.1,201,2818,85.45,0.033286018,7231.98,73.46
10:27.4,high,83.7,78,199,2775,80.85,0.030162162,6528.6,76.04
10:35.2,high,100,81.9,203,3016,90.95,0.033156499,8190,79.26
10:43.5,high,71.1,83.4,208,3037,77.25,0.023411261,5929.74,79.3
10:51.3,high,95.8,80.8,206,3013,88.3,0.031795553,7740.64,88.88
10:59.2,high,94.6,83.1,206,3045,88.85,0.031067323,7861.26,89.04
11:07.0,high,73.1,82.2,208,3052,77.65,0.023951507,6008.82,86.92
11:15.4,high,91,84.9,204,3003,87.95,0.03030303,7725.9,85.12
11:23.2,high,90.7,79.4,204,3000,85.05,0.030233333,7201.58,89.04
11:31.0,high,55.9,85.8,203,2976,70.85,0.018783602,4796.22,81.06
11:38.8,high,97,93.7,203,2980,95.35,0.032550336,9088.9,81.54
11:47.0,high,97.3,88.8,202,2966,93.05,0.032805125,8640.24,86.38
11:54.8,high,100,90.1,205,2988,95.05,0.033467202,9010,88.18
12:02.6,high,98.4,93.5,204,2972,95.95,0.033109017,9200.4,89.72
12:10.5,high,62.6,68,204,2983,65.3,0.020985585,4256.8,91.06
12:18.4,high,100,74.5,205,2974,87.25,0.033624748,7450,91.66
12:26.2,high,95,68.2,205,3002,81.6,0.03164557,6479,91.2
12:34.6,high,97.7,71.6,204,3068,84.65,0.03184485,6995.32,90.74
12:42.4,high,100,73.5,205,3078,86.75,0.032488629,7350,91.06
12:50.2,high,99.2,73.7,203,3073,86.45,0.032281158,7311.04,98.38
12:58.1,high,98.8,73.5,201,3052,86.15,0.032372215,7261.8,98.14
13:06.1,high,51.6,74.5,202,3048,63.05,0.016929134,3844.2,89.46
13:13.7,high,70.9,77,202,3040,73.95,0.023322368,5459.3,84.1
13:21.4,high,54.3,78.1,202,3016,66.2,0.018003979,4240.83,74.96
13:29.0,high,53.9,77.4,200,2985,65.65,0.018056951,4171.86,65.9
13:36.8,high,54.1,78.9,199,2964,66.5,0.018252362,4268.49,56.96
13:44.3,high,74.9,78.2,198,2955,76.55,0.02534687,5857.18,61.62
13:52.1,high,61.8,78.7,198,2957,70.25,0.02089956,4863.66,59.8
13:59.7,high,80,78.7,198,2949,79.35,0.02712784,6296,64.94
14:07.3,high,61.5,76.3,197,2925,68.9,0.021025641,4692.45,66.46
14:14.9,high,81.6,75.2,198,2931,78.4,0.027840328,6136.32,71.96
14:22.7,high,59.8,75.2,200,2945,67.5,0.020305603,4496.96,68.94
14:30.4,high,60.5,75.4,200,2947,67.95,0.020529352,4561.7,68.68
14:38.0,high,51.6,75.6,200,2947,63.6,0.017509332,3900.96,63
14:45.7,high,53.9,75.9,200,2946,64.9,0.018295995,4091.01,61.48
14:53.2,high,53.1,75.7,197,2929,64.4,0.018129054,4019.67,55.78
15:00.8,high,52.7,77.1,197,2924,64.9,0.018023256,4063.17,54.36
15:08.3,high,62.1,80.3,195,2897,71.2,0.021435968,4986.63,54.68
15:15.9,high,96.1,76.1,195,2896,86.1,0.033183702,7313.21,63.58
15:23.6,high,100,75.8,195,2898,87.9,0.034506556,7580,72.8
15:31.3,high,100,76.5,195,2882,88.25,0.034698126,7650,82.18
15:39.2,high,100,76.9,195,2883,88.45,0.034686091,7690,91.64
15:47.0,high,100,78.3,195,2881,89.15,0.03471017,7830,99.22
15:54.7,high,100,79.5,196,2885,89.75,0.034662045,7950,100
16:02.7,high,100,82.6,196,2897,91.3,0.034518467,8260,100
16:10.4,high,100,81.5,195,2892,90.75,0.034578147,8150,100
16:18.0,high,100,81.4,195,2889,90.7,0.034614053,8140,100
16:25.7,high,100,80.8,195,2896,90.4,0.034530387,8080,100
16:33.6,high,96.2,80.2,194,2872,88.2,0.033495822,7715.24,99.24
16:41.5,high,100,79.6,194,2870,89.8,0.034843206,7960,99.24
16:49.3,high,91.9,81.6,194,2865,86.75,0.032076789,7499.04,97.62
16:57.0,high,86.2,84.1,194,2866,85.15,0.030076762,7249.42,94.86
17:04.7,high,88.2,81.3,195,2882,84.75,0.030603747,7170.66,92.5
17:12.5,high,92.5,78.1,195,2887,85.3,0.03204018,7224.25,91.76
17:20.3,high,94.3,79.1,195,2883,86.7,0.032708984,7459.13,90.62
17:28.1,high,91.5,79.2,195,2884,85.35,0.031726768,7246.8,90.54
17:35.8,high,62.7,80,194,2870,71.35,0.02184669,5016,85.84
17:43.4,high,72.7,79.2,194,2870,75.95,0.02533101,5757.84,82.74
17:51.0,high,69.6,80.8,195,2883,75.2,0.024141519,5623.68,78.16
17:58.8,high,100,81.6,193,2867,90.8,0.034879665,8160,79.3
18:06.5,high,100,83.5,193,2864,91.75,0.034916201,8350,81
18:14.3,high,66.4,84,194,2880,75.2,0.023055556,5577.6,81.74
18:22.0,high,78.1,83.3,193,2763,80.7,0.028266377,6505.73,82.82
18:29.6,high,62.9,83.3,193,2722,73.1,0.023108009,5239.57,81.48
18:37.3,high,80.4,83.3,193,2696,81.85,0.029821958,6697.32,77.56
18:45.0,high,98.1,84,194,2682,91.05,0.036577181,8240.4,77.18
18:52.6,high,86.8,82.8,194,2682,84.8,0.032363908,7187.04,81.26
19:00.2,high,75.2,83.3,194,2677,79.25,0.028091147,6264.16,80.68
19:07.8,high,97.4,85.9,200,2746,91.65,0.035469774,8366.66,87.58
19:16.1,high,100,88.9,200,2816,94.45,0.035511364,8890,91.5
19:24.5,high,100,90.4,202,2918,95.2,0.034270048,9040,91.88
19:33.9,high,100,92.3,202,2937,96.15,0.034048349,9230,94.52
19:43.3,high,93.8,92.6,201,2887,93.2,0.032490475,8685.88,98.24
19:51.0,high,87.9,92.2,201,2824,90.05,0.031126062,8104.38,96.34
19:58.8,high,81.6,90.6,201,2817,86.1,0.028966986,7392.96,92.66
20:06.4,high,94.1,91.3,202,2794,92.7,0.033679313,8591.33,91.48
20:14.1,high,99.2,92,202,2786,95.6,0.035606604,9126.4,91.32
20:21.9,high,97.7,92.7,202,2780,95.2,0.035143885,9056.79,92.1
20:29.7,high,58.1,91.3,202,2774,74.7,0.020944484,5304.53,86.14
20:37.4,high,80.9,91.5,202,2771,86.2,0.029195236,7402.35,86
20:45.0,high,65.5,91.8,202,2763,78.65,0.023706117,6012.9,80.28
20:52.7,high,93.8,92.8,202,2769,93.3,0.033875045,8704.64,79.2
21:00.4,high,72.6,92.3,202,2761,82.45,0.026294821,6700.98,74.18
21:08.0,high,74.4,92.5,200,2725,83.45,0.027302752,6882,77.44
21:15.6,high,80.5,92.3,200,2724,86.4,0.029552129,7430.15,77.36
21:23.3,high,91,88.1,200,2721,89.55,0.033443587,8017.1,82.46
21:31.1,high,75.9,88.7,200,2716,82.3,0.027945508,6732.33,78.88
21:38.7,high,63.8,86.7,200,2715,75.25,0.023499079,5531.46,77.12
21:46.3,high,87.9,87.6,200,2713,87.75,0.032399558,7700.04,79.82
21:53.8,high,96.5,88.9,200,2714,92.7,0.035556374,8578.85,83.02
22:01.4,high,100,90.5,201,2711,95.25,0.036886758,9050,84.82
22:09.1,high,89.1,86.2,201,2724,87.65,0.032709251,7680.42,87.46
22:16.6,high,75.2,86.5,202,2751,80.85,0.027335514,6504.8,89.74
22:24.3,high,95.7,89.5,202,2775,92.6,0.034486486,8565.15,91.3
22:32.2,high,73.2,89.8,201,2754,81.5,0.026579521,6573.36,86.64
22:39.8,high,98.1,88,200,2731,93.05,0.035920908,8632.8,86.26
22:47.4,high,60.2,85.7,200,2729,72.95,0.022059362,5159.14,80.48
22:55.0,high,70,86,200,2724,78,0.025697504,6020,79.44
23:02.6,high,95.3,87.2,200,2713,91.25,0.035127165,8310.16,79.36
23:10.2,high,100,87.5,200,2717,93.75,0.0368053,8750,84.72
23:17.9,high,78.1,85.5,200,2701,81.8,0.028915217,6677.55,80.72
23:25.4,high,84.4,85.3,199,2678,84.85,0.031516057,7199.32,85.56
23:33.0,high,95.4,85.9,199,2678,90.65,0.0356236,8194.86,90.64
23:40.8,high,97.7,87.9,201,2704,92.8,0.036131657,8587.83,91.12
23:48.5,high,79.5,87.8,201,2702,83.65,0.02942265,6980.1,87.02
23:56.1,high,100,87,201,2702,93.5,0.037009623,8700,91.4
24:03.9,high,89.1,85,202,2715,87.05,0.03281768,7573.5,92.34
24:11.3,high,66,85.6,201,2705,75.8,0.024399261,5649.6,86.46
24:18.9,high,87.3,85.2,201,2710,86.25,0.032214022,7437.96,84.38
24:26.5,high,96.9,86.6,201,2698,91.75,0.035915493,8391.54,87.86
24:34.2,high,79.1,87.7,201,2722,83.4,0.029059515,6937.07,83.68
24:41.9,high,65.9,88.6,203,2776,77.25,0.023739193,5838.74,79.04
24:49.6,high,64.1,81.1,197,2706,72.6,0.023688101,5198.51,78.66
24:57.2,high,94.6,83.2,195,2695,88.9,0.035102041,7870.72,80.12
25:04.7,high,82.2,81.3,194,2664,81.75,0.030855856,6682.86,77.18
25:12.3,high,62.7,80.2,194,2657,71.45,0.023598043,5028.54,73.9
25:19.7,high,45.9,82,194,2654,63.95,0.01729465,3763.8,69.9
25:27.3,high,100,86.7,204,2763,93.35,0.036192544,8670,77.08
25:35.4,high,100,89.3,207,2841,94.65,0.035198874,8930,78.16
25:43.5,high,100,86.9,206,2849,93.45,0.035100035,8690,81.72
25:51.7,high,72.3,84.4,203,2861,78.35,0.025270884,6102.12,83.64
25:59.8,high,95.8,84.7,204,2859,90.25,0.03350822,8114.26,93.62
26:08.0,high,91.3,83.6,204,2823,87.45,0.032341481,7632.68,91.88
26:15.9,high,96.1,83.3,200,2784,89.7,0.034518678,8005.13,91.1
26:23.8,high,77.7,81.6,199,2785,79.65,0.027899461,6340.32,86.64
26:31.6,high,83.3,83.2,201,2800,83.25,0.02975,6930.56,88.84
26:39.4,high,91.8,85.3,201,2799,88.55,0.032797428,7830.54,88.04
26:47.2,high,100,86.4,197,2721,93.2,0.036751194,8640,89.78
26:55.1,high,58,85.2,197,2731,71.6,0.021237642,4941.6,82.16
27:02.6,high,89.1,82.2,196,2715,85.65,0.03281768,7324.02,84.44
27:10.2,high,94.9,82,196,2708,88.45,0.035044313,7781.8,86.76
27:17.8,high,95.4,86.4,195,2710,90.9,0.035202952,8242.56,87.48
27:25.5,high,73.2,84.2,194,2698,78.7,0.027131208,6163.44,82.12
27:33.0,high,70.8,82.6,194,2695,76.7,0.026270872,5848.08,84.68
27:40.4,high,67.6,82.4,194,2698,75,0.025055597,5570.24,80.38
27:48.0,high,94.1,83.7,195,2710,88.9,0.034723247,7876.17,80.22
27:55.7,high,62.8,84.1,195,2713,73.45,0.023147807,5281.48,73.7
28:03.3,high,73.6,84.3,195,2708,78.95,0.02717873,6204.48,73.78
28:10.7,high,73.4,84,195,2708,78.7,0.027104874,6165.6,74.3
28:18.4,high,61.4,82.8,194,2686,72.1,0.02285927,5083.92,73.06
28:25.9,high,96.5,83.2,194,2676,89.85,0.036061286,8028.8,73.54
28:33.5,high,87.2,83.6,196,2556,85.4,0.034115806,7289.92,78.42
28:41.2,high,100,84,196,2562,92,0.039032006,8400,83.7
28:48.6,high,86.8,83.8,196,2561,85.3,0.033893011,7273.84,86.38
28:56.6,high,67.2,82.7,196,2557,74.95,0.026280798,5557.44,87.54
29:04.1,high,80.6,84.2,197,2577,82.4,0.031276678,6786.52,84.36
29:11.5,high,88.7,84.1,197,2568,86.4,0.034540498,7459.67,84.66
29:19.0,high,89.5,82.4,197,2570,85.95,0.034824903,7374.8,82.56
29:26.5,high,69.2,80.6,196,2550,74.9,0.027137255,5577.52,79.04
29:33.8,high,58.5,79.4,195,2533,68.95,0.023095144,4644.9,77.3
29:41.2,high,83.8,81,195,2549,82.4,0.032875638,6787.8,77.94
29:48.7,high,54.7,80.6,193,2531,67.65,0.021612011,4408.82,71.14
29:56.1,high,98.5,85.9,194,2536,92.2,0.038840694,8461.15,72.94
30:03.8,high,60.2,82.1,196,2562,71.15,0.023497268,4942.42,71.14
30:11.3,high,65.9,81.1,199,2637,73.5,0.02499052,5344.49,72.62
30:18.9,high,80.9,80.4,200,2671,80.65,0.030288282,6504.36,72.04
30:26.6,high,37.1,81,200,2664,59.05,0.013926426,3005.1,68.52
30:34.1,high,34.9,79.5,198,2583,57.2,0.013511421,2774.55,55.8
30:41.5,high,74,79.9,198,2613,76.95,0.028319939,5912.6,58.56
30:49.1,high,53.6,79.8,197,2588,66.7,0.020710974,4277.28,56.1
30:56.6,high,65.6,79.9,197,2592,72.75,0.025308642,5241.44,53.04
31:04.2,high,67,79.9,197,2578,73.45,0.025989139,5353.3,59.02
31:12.3,high,53.6,79.6,196,2571,66.6,0.020847919,4266.56,62.76
31:19.8,high,86.5,80.2,196,2568,83.35,0.033683801,6937.3,65.26
31:28.0,high,95.9,80.1,199,2623,88,0.036561189,7681.59,73.72
31:35.7,high,44.8,80.5,199,2636,62.65,0.016995448,3606.4,69.56
31:43.5,high,79.3,80.7,200,2648,80,0.02994713,6399.51,72.02
31:51.4,high,72.5,81.3,202,2682,76.9,0.027032066,5894.25,75.8
31:59.1,high,93.4,79.7,200,2660,86.55,0.035112782,7443.98,77.18
32:06.8,high,67.2,79.6,200,2660,73.4,0.025263158,5349.12,71.44
32:14.5,high,79.9,79.8,200,2666,79.85,0.029969992,6376.02,78.46
32:22.0,high,92.3,80.8,200,2669,86.55,0.034582241,7457.84,81.06
32:29.4,high,61.9,80.7,199,2652,71.3,0.023340875,4995.33,78.94
32:36.8,high,27.3,80.9,199,2641,54.1,0.010336994,2208.57,65.72
32:44.2,high,64.9,81.2,202,2662,73.05,0.024380165,5269.88,65.26
32:51.8,high,28.7,81.5,199,2632,55.1,0.010904255,2339.05,55.02
32:59.0,high,62.7,81.4,197,2603,72.05,0.024087591,5103.78,49.1
33:06.4,high,73.8,81.3,198,2615,77.55,0.028221797,5999.94,51.48
33:14.0,high,76.5,83.6,199,2639,80.05,0.028988253,6395.4,61.32
33:21.7,high,51.8,84,199,2651,67.9,0.019539796,4351.2,58.7
33:29.3,high,33.7,84.5,199,2649,59.1,0.012721782,2847.65,59.7
33:37.1,high,62.5,83.3,198,2643,72.9,0.02364737,5206.25,59.66
33:44.5,high,56.2,82.5,199,2653,69.35,0.021183566,4636.5,56.14
33:52.1,high,43,83,198,2636,63,0.016312595,3569,49.44
33:59.5,high,27,82.2,198,2643,54.6,0.010215664,2219.4,44.48
34:06.8,high,59.1,82.5,198,2624,70.8,0.022522866,4875.75,49.56
34:14.9,high,52.9,82.5,197,2612,67.7,0.02025268,4364.25,47.64
34:22.2,high,54.1,82.9,196,2600,68.5,0.020807692,4484.89,47.22
34:29.7,high,33.2,82.2,197,2614,57.7,0.012700842,2729.04,45.26
34:37.6,high,62.3,82.5,198,2620,72.4,0.023778626,5139.75,52.32
34:45.5,high,63.4,82.4,199,2628,72.9,0.02412481,5224.16,53.18
34:53.0,high,57.4,82.7,201,2653,70.05,0.021635884,4746.98,54.08
35:00.4,high,72.4,84.4,200,2652,78.4,0.027300151,6110.56,57.74
35:07.8,high,75.6,82.5,199,2645,79.05,0.028582231,6237,66.22
35:15.2,high,73.5,81.3,199,2639,77.4,0.027851459,5975.55,68.46
35:22.6,high,40.5,80.5,198,2625,60.5,0.015428571,3260.25,63.88
35:30.5,high,56.8,80.3,199,2618,68.55,0.021695951,4561.04,63.76
35:38.0,high,71.2,80.7,200,2636,75.95,0.027010622,5745.84,63.52
35:45.7,high,60.9,80.7,199,2635,70.8,0.023111954,4914.63,60.58
35:53.4,high,62.6,80.6,199,2632,71.6,0.023784195,5045.56,58.4
36:00.9,high,33,80.5,199,2627,56.75,0.012561858,2656.5,56.9
36:08.5,high,56.5,80.6,199,2628,68.55,0.021499239,4553.9,56.84
36:16.0,high,54.7,79.9,199,2625,67.3,0.020838095,4370.53,53.54
36:24.0,high,31,80.1,198,2600,55.55,0.011923077,2483.1,47.56
36:31.3,high,24.9,80.5,197,2595,52.7,0.009595376,2004.45,40.02
36:38.5,high,64,80.3,197,2596,72.15,0.024653313,5139.2,46.22
36:46.0,high,59.1,80,197,2585,69.55,0.022862669,4728,46.74
36:53.7,high,30.7,80.3,198,2600,55.5,0.011807692,2465.21,41.94
37:01.0,high,27.5,80.2,198,2597,53.85,0.010589141,2205.5,41.24
37:08.2,high,25.8,80.1,198,2596,52.95,0.009938367,2066.58,41.42
37:15.5,high,26.5,80.9,198,2589,53.7,0.010235612,2143.85,33.92
37:22.7,high,25,80.9,197,2575,52.95,0.009708738,2022.5,27.1
37:30.0,high,24.8,80.9,197,2567,52.85,0.009661083,2006.32,25.92
37:37.2,high,25.4,80.4,197,2566,52.9,0.009898675,2042.16,25.5
37:44.4,high,25.7,80.4,197,2561,53.05,0.010035143,2066.28,25.48
37:51.7,high,26.1,80.4,196,2547,53.25,0.01024735,2098.44,25.4
37:58.9,high,25,80.1,194,2524,52.55,0.009904913,2002.5,25.4
38:06.2,high,28.2,80.1,194,2529,54.15,0.011150652,2258.82,26.08
38:13.4,high,27.3,80.4,194,2522,53.85,0.010824742,2194.92,26.46
38:20.7,high,25.3,80.3,194,2465,52.8,0.010263692,2031.59,26.38
38:27.8,high,25.4,80.2,194,2449,52.8,0.01037158,2037.08,26.24
38:35.0,high,27.3,80.1,194,2426,53.7,0.011253092,2186.73,26.7
38:42.1,high,25.3,80,194,2431,52.65,0.01040724,2024,26.12
38:49.2,high,25,80.1,194,2429,52.55,0.010292301,2002.5,25.66
38:56.4,high,25.7,80,194,2431,52.85,0.010571781,2056,25.74
39:03.5,high,26.2,80.1,194,2435,53.15,0.010759754,2098.62,25.9
39:10.7,high,25.8,80.1,194,2427,52.95,0.010630408,2066.58,25.6
39:17.9,high,26,80.1,194,2417,53.05,0.010757137,2082.6,25.74
39:25.1,high,25.4,80.1,194,2411,52.75,0.010535048,2034.54,25.82
39:32.2,high,26.2,80,194,2412,53.1,0.010862355,2096,25.92
39:39.3,high,25,80,194,2406,52.5,0.01039069,2000,25.68
39:46.5,high,24.9,80.1,194,2404,52.5,0.010357737,1994.49,25.5
39:53.7,high,26.1,80,193,2403,53.05,0.010861423,2088,25.52
40:00.8,high,25.4,79.9,193,2396,52.65,0.010601002,2029.46,25.52
40:07.9,high,25.6,79.8,192,2388,52.7,0.010720268,2042.88,25.4
40:15.1,high,26.6,79.8,193,2396,53.2,0.011101836,2122.68,25.72
40:22.3,high,26.2,79.8,193,2397,53,0.01093033,2090.76,25.98
40:29.4,high,25.6,79.7,193,2372,52.65,0.01079258,2040.32,25.88
40:36.5,high,26.6,79.6,193,2375,53.1,0.0112,2117.36,26.12
40:43.7,high,26.4,79.8,193,2369,53.1,0.011143943,2106.72,26.28
40:50.9,high,25,79.7,193,2368,52.35,0.010557432,1992.5,25.96
40:58.1,high,25.4,79.6,192,2364,52.5,0.010744501,2021.84,25.8
41:05.2,high,25.3,79.6,192,2372,52.45,0.010666105,2013.88,25.74
41:12.3,high,24.9,79.6,192,2359,52.25,0.01055532,1982.04,25.4
41:19.5,high,25.8,79.5,192,2353,52.65,0.010964726,2051.1,25.28
41:26.6,high,27.7,79.5,192,2348,53.6,0.011797274,2202.15,25.82
41:33.7,high,27,79.5,192,2346,53.25,0.011508951,2146.5,26.14
41:40.8,high,27,79.4,192,2347,53.2,0.011504048,2143.8,26.48
41:47.9,high,25,79.4,192,2344,52.2,0.010665529,1985,26.5
41:55.0,high,26.1,79.4,192,2351,52.75,0.011101659,2072.34,26.56
42:02.2,high,25.4,79.4,192,2354,52.4,0.010790144,2016.76,26.1
42:09.3,high,29.7,77.9,191,2316,53.8,0.012823834,2313.63,26.64
42:16.4,high,32,78,191,2318,55,0.013805004,2496,27.64
42:23.7,high,25.2,79.2,192,2323,52.2,0.010848041,1995.84,27.68
42:30.8,high,26.4,79.2,192,2320,52.8,0.01137931,2090.88,27.74
42:37.9,high,25,79,192,2317,52,0.010789814,1975,27.66
42:45.0,high,25,78.9,192,2318,51.95,0.01078516,1972.5,26.72
42:52.1,high,28.8,77.6,191,2299,53.2,0.012527186,2234.88,26.08
42:59.1,high,26.8,77.6,191,2305,52.2,0.011626898,2079.68,26.4
43:06.3,high,27.3,77.5,191,2300,52.4,0.011869565,2115.75,26.58
43:13.4,high,26.6,77.4,191,2297,52,0.011580322,2058.84,26.9
43:20.5,high,25.2,77.4,191,2293,51.3,0.010989969,1950.48,26.94
43:27.6,high,25.7,77.4,191,2294,51.55,0.011203139,1989.18,26.32
43:34.7,high,25.8,77.4,191,2291,51.6,0.011261458,1996.92,26.12
43:41.7,high,25.7,77.4,191,2292,51.55,0.011212914,1989.18,25.8
43:48.8,high,25.8,77.4,191,2288,51.6,0.011276224,1996.92,25.64
43:55.9,high,26.7,77.4,191,2290,52.05,0.011659389,2066.58,25.94
44:03.0,high,32.4,77.7,191,2291,55.05,0.014142296,2517.48,27.28
44:10.1,high,26.5,77.5,191,2291,52,0.011567001,2053.75,27.42
44:17.1,high,25,77.4,191,2291,51.2,0.010912265,1935,27.28
44:24.3,high,26.7,77.3,190,2285,52,0.011684902,2063.91,27.46
44:31.3,high,25.4,77.3,191,2292,51.35,0.011082024,1963.42,27.2
44:38.5,high,25.2,77.3,191,2293,51.25,0.010989969,1947.96,25.76
44:45.6,high,25.6,77.3,191,2291,51.45,0.01117416,1978.88,25.58
44:52.7,high,24.8,77.3,191,2303,51.05,0.010768563,1917.04,25.54
44:59.7,high,25.8,77.2,191,2292,51.5,0.011256545,1991.76,25.36
45:06.8,high,27.1,77.3,191,2293,52.2,0.011818578,2094.83,25.7
45:13.9,high,26.6,76.7,191,2294,51.65,0.011595466,2040.22,25.98
45:21.0,high,25,76.6,191,2291,50.8,0.010912265,1915,25.86
45:28.2,high,26.4,76.5,190,2283,51.45,0.011563732,2019.6,26.18
45:35.2,high,25,76.5,190,2283,50.75,0.010950504,1912.5,26.02
45:42.3,high,26.4,76.9,190,2281,51.65,0.011573871,2030.16,25.88
45:49.4,high,25.2,76.9,190,2278,51.05,0.011062335,1937.88,25.6
45:56.5,high,25.1,76.9,190,2275,51,0.011032967,1930.19,25.62
46:03.5,high,25,76.5,190,2275,50.75,0.010989011,1912.5,25.34
46:10.6,high,25.7,76.5,190,2278,51.1,0.011281826,1966.05,25.48
46:17.7,high,25.1,76.5,190,2275,50.8,0.011032967,1920.15,25.22
46:24.8,high,25,76.5,190,2274,50.75,0.010993843,1912.5,25.18
46:31.9,high,25.2,76.4,189,2269,50.8,0.011106214,1925.28,25.2
46:39.0,high,24.8,76.4,190,2279,50.6,0.010881966,1894.72,25.16
46:46.0,high,24.8,76.5,190,2280,50.65,0.010877193,1897.2,24.98
46:53.1,high,24.8,75.9,189,2258,50.35,0.010983171,1882.32,24.92
47:00.1,high,25,75.8,189,2260,50.4,0.011061947,1895,24.92
47:07.2,high,25.7,75.8,189,2254,50.75,0.011401952,1948.06,25.02
47:14.2,high,25.8,75.8,189,2253,50.8,0.011451398,1955.64,25.22
47:21.3,high,24.8,75.8,189,2252,50.3,0.011012433,1879.84,25.22
47:28.3,high,29.2,75.8,189,2261,52.5,0.01291464,2213.36,26.1
47:35.4,high,25,75.8,189,2251,50.4,0.011106175,1895,26.1
47:42.4,high,24.8,75.8,189,2252,50.3,0.011012433,1879.84,25.92
47:49.5,high,26.6,75.8,189,2258,51.2,0.011780337,2016.28,26.08
47:56.6,high,26.4,75.7,189,2251,51.05,0.011728121,1998.48,26.4
48:03.7,high,26.6,75.7,189,2235,51.15,0.011901566,2013.62,25.88
48:10.7,high,25.7,75.6,189,2237,50.65,0.011488601,1942.92,26.02
48:17.8,high,25,75.6,189,2212,50.3,0.011301989,1890,26.06
48:24.8,high,27,75.8,189,2177,51.4,0.012402389,2046.6,26.14
48:31.9,high,26.3,75.7,190,2167,51,0.012136594,1990.91,26.12
48:38.9,high,24.9,75.8,190,2133,50.35,0.011673699,1887.42,25.78
48:46.0,high,40.5,75.9,189,2131,58.2,0.019005162,3073.95,28.74
48:53.1,high,45.7,76.3,190,2137,61,0.021385119,3486.91,32.88
49:00.3,high,62.3,76.9,190,2134,69.6,0.029194002,4790.87,39.94
49:07.5,high,52.7,77.2,190,2141,64.95,0.024614666,4068.44,45.22
49:15.0,high,25.4,76.6,190,2138,51,0.011880262,1945.64,45.32
49:22.1,high,24.9,76.5,190,2129,50.7,0.011695632,1904.85,42.2
49:29.2,high,40.9,76.6,191,2149,58.75,0.019032108,3132.94,41.24
49:36.4,high,25,76.8,191,2135,50.9,0.011709602,1920,33.78
49:43.5,high,24.9,76.8,191,2134,50.85,0.011668229,1912.32,28.22
49:50.5,high,30.7,77.2,191,2127,53.95,0.014433474,2370.04,29.28
49:57.5,high,25.4,77.1,191,2126,51.25,0.011947319,1958.34,29.38
50:04.6,high,24.8,77.1,191,2122,50.95,0.011687088,1912.08,26.16
50:11.6,high,24.9,77,191,2115,50.95,0.01177305,1917.3,26.14
50:18.7,high,25.4,77,191,2119,51.2,0.011986786,1955.8,26.24
50:25.7,high,24.8,77,191,2114,50.9,0.011731315,1909.6,25.06
50:32.8,high,24.8,77,191,2109,50.9,0.011759128,1909.6,24.94
50:39.8,high,25.2,77,191,2115,51.1,0.011914894,1940.4,25.02
50:46.8,high,24.9,77,191,2107,50.95,0.01181775,1917.3,25.02
50:53.9,high,25.8,77,190,2097,51.4,0.01230329,1986.6,25.1
51:00.9,high,25,77,191,2108,51,0.011859583,1925,25.14
51:08.0,high,54.6,77.2,194,2162,65.9,0.025254394,4215.12,31.1
51:15.1,high,33.2,76.9,194,2161,55.05,0.015363258,2553.08,32.7
