timestamp,phase,cpu_percent,ram_percent,process_count,total_threads,load_index,cpu_per_thread,resource_pressure,rolling_cpu_mean
11:28.0,moderate,34,60.4,253,3175,47.2,0.010708661,2053.6,34.1
11:35.5,moderate,34,60.4,253,3172,47.2,0.010718789,2053.6,34.12
11:42.7,moderate,33.9,60.4,253,3154,47.15,0.010748256,2047.56,34.04
11:50.0,moderate,34.8,60.4,253,3164,47.6,0.010998736,2101.92,34.1
11:57.3,moderate,34.6,60.3,250,3145,47.45,0.01100159,2086.38,34.26
12:04.6,moderate,34.3,60.3,250,3118,47.3,0.011000641,2068.29,34.32
12:11.8,moderate,34.1,60.3,250,3119,47.2,0.010932991,2056.23,34.34
12:19.0,moderate,33.6,60.3,250,3111,46.95,0.010800386,2026.08,34.28
12:26.4,moderate,34.3,60.3,250,3096,47.3,0.011078811,2068.29,34.18
12:33.6,moderate,34.7,60.3,248,3100,47.5,0.011193548,2092.41,34.2
12:40.9,moderate,34.1,60.3,248,3101,47.2,0.010996453,2056.23,34.16
12:48.1,moderate,33.9,60.3,248,3085,47.1,0.010988655,2044.17,34.12
12:55.4,moderate,34.4,60.3,248,3080,47.35,0.011168831,2074.32,34.28
13:02.7,moderate,34.1,60.3,248,3081,47.2,0.011067835,2056.23,34.24
13:09.9,moderate,34.5,60.3,248,3035,47.4,0.011367381,2080.35,34.2
13:17.2,moderate,34.1,60.3,248,3038,47.2,0.01122449,2056.23,34.2
13:24.5,moderate,34.8,60.3,248,3038,47.55,0.011454905,2098.44,34.38
13:31.6,moderate,34,60.3,248,3043,47.15,0.011173184,2050.2,34.3
13:38.9,moderate,33.9,60.3,248,3046,47.1,0.01112935,2044.17,34.26
13:46.1,moderate,34.7,60.3,248,3060,47.5,0.011339869,2092.41,34.3
13:53.5,moderate,34,60.3,248,3073,47.15,0.011064107,2050.2,34.28
14:00.7,moderate,34.3,60.3,248,3075,47.3,0.011154472,2068.29,34.18
14:08.0,moderate,33.6,60.3,248,3085,46.95,0.01089141,2026.08,34.1
14:15.4,moderate,34.2,60.3,248,3092,47.25,0.011060802,2062.26,34.16
14:22.6,moderate,34.1,60.3,248,3082,47.2,0.011064244,2056.23,34.04
14:29.9,moderate,34.3,60.3,248,3080,47.3,0.011136364,2068.29,34.1
14:37.1,moderate,34.1,60.3,248,3084,47.2,0.011057069,2056.23,34.06
14:44.4,moderate,34.2,60.3,248,3061,47.25,0.011172819,2062.26,34.18
14:51.7,moderate,34.4,60.3,248,3086,47.35,0.011147116,2074.32,34.22
14:58.9,moderate,35.1,60.3,249,3103,47.7,0.011311634,2116.53,34.42
15:06.5,moderate,35.2,60.3,249,3088,47.75,0.011398964,2122.56,34.6
15:14.2,moderate,34.6,60.3,249,3079,47.45,0.011237415,2086.38,34.7
15:21.9,moderate,33.2,60.3,250,3145,46.75,0.010556439,2001.96,34.5
15:29.6,moderate,34.3,60.3,250,3129,47.3,0.010961969,2068.29,34.48
15:37.4,moderate,34.5,60.4,251,3156,47.45,0.010931559,2083.8,34.36
15:45.1,moderate,33.9,60.4,251,3150,47.15,0.010761905,2047.56,34.1
15:52.7,moderate,39.5,60.2,251,3151,49.85,0.012535703,2377.9,35.08
16:00.6,moderate,34,60.2,250,3166,47.1,0.010739103,2046.8,35.24
16:08.3,moderate,33.9,60.2,250,3163,47.05,0.010717673,2040.78,35.16
16:16.0,moderate,34.4,60.2,250,3163,47.3,0.010875751,2070.88,35.14
16:24.0,moderate,34.7,60.2,250,3164,47.45,0.01096713,2088.94,35.3
16:31.8,moderate,35,60.2,250,3105,47.6,0.011272142,2107,34.4
16:39.3,moderate,34.3,60.2,250,3107,47.25,0.011039588,2064.86,34.46
16:46.9,moderate,35.1,60.2,250,3100,47.65,0.011322581,2113.02,34.7
16:54.6,moderate,34.2,60.2,250,3101,47.2,0.0110287,2058.84,34.66
17:02.2,moderate,34.9,60.2,248,3082,47.55,0.011323816,2100.98,34.7
17:09.8,moderate,33.8,60.2,248,3082,47,0.010966905,2034.76,34.46
17:17.5,moderate,35.3,60.2,248,3060,47.75,0.011535948,2125.06,34.66
17:25.2,moderate,34.7,60.2,248,3059,47.45,0.011343576,2088.94,34.58
17:33.0,moderate,34.4,60.2,248,3059,47.3,0.011245505,2070.88,34.62
17:40.7,moderate,34.6,60.2,248,3021,47.4,0.011453161,2082.92,34.56
17:48.2,moderate,34.7,60.2,248,3023,47.45,0.011478664,2088.94,34.74
17:55.9,moderate,34.6,60.2,248,3018,47.4,0.011464546,2082.92,34.6
18:03.5,moderate,38.2,60.2,249,3085,49.2,0.012382496,2299.64,35.3
18:11.9,moderate,17.4,61.7,258,3349,39.55,0.005195581,1073.58,31.9
18:24.4,moderate,28.8,61.2,257,3324,45,0.00866426,1762.56,30.74
18:32.1,moderate,34.2,60.9,257,3329,47.55,0.010273355,2082.78,30.64
18:39.4,moderate,34.2,60.9,256,3303,47.55,0.010354223,2082.78,30.56
18:46.9,moderate,34,60.9,256,3299,47.45,0.010306153,2070.6,29.72
18:54.2,moderate,34.5,60.9,256,3301,47.7,0.010451378,2101.05,33.14
19:01.7,moderate,34.4,60.9,256,3297,47.65,0.010433728,2094.96,34.26
19:09.1,moderate,34.1,60.8,253,3259,47.45,0.010463332,2073.28,34.24
19:16.5,moderate,34.5,60.8,253,3254,47.65,0.010602336,2097.6,34.3
19:23.9,moderate,33.9,60.8,253,3260,47.35,0.010398773,2061.12,34.28
19:31.1,moderate,34.3,60.8,253,3243,47.55,0.010576627,2085.44,34.24
19:38.5,moderate,33.9,60.8,252,3236,47.35,0.010475896,2061.12,34.14
19:45.8,moderate,34.5,60.8,252,3246,47.65,0.010628466,2097.6,34.22
19:53.2,moderate,34.1,60.8,252,3167,47.45,0.010767288,2073.28,34.14
20:00.5,moderate,34.9,60.8,252,3167,47.85,0.011019893,2121.92,34.34
20:07.8,moderate,34.8,60.7,252,3158,47.75,0.011019633,2112.36,34.44
20:15.3,moderate,34.4,60.7,252,3168,47.55,0.010858586,2088.08,34.54
20:22.7,moderate,37.3,60.7,252,3164,49,0.011788875,2264.11,35.1
20:30.0,moderate,33.8,60.7,252,3164,47.25,0.01068268,2051.66,35.04
20:37.4,moderate,34.3,60.7,252,3163,47.5,0.010844135,2082.01,34.92
20:44.8,moderate,34.2,60.7,252,3166,47.45,0.010802274,2075.94,34.8
20:52.1,moderate,34.9,60.7,252,3171,47.8,0.011005992,2118.43,34.9
20:59.5,moderate,34.9,60.8,252,3146,47.85,0.011093452,2121.92,34.42
21:06.8,moderate,34.2,60.7,252,3139,47.45,0.01089519,2075.94,34.5
21:14.2,moderate,34.6,60.7,252,3107,47.65,0.011136144,2100.22,34.56
21:21.5,moderate,34.5,60.7,252,3139,47.6,0.010990761,2094.15,34.62
21:28.8,moderate,34.6,60.7,252,3144,47.65,0.011005089,2100.22,34.56
21:36.2,moderate,33.8,60.7,252,3144,47.25,0.010750636,2051.66,34.34
21:43.5,moderate,34.8,60.7,252,3107,47.75,0.011200515,2112.36,34.46
21:50.8,moderate,34.1,60.7,252,3120,47.4,0.010929487,2069.87,34.36
21:58.2,moderate,33.6,60.7,252,3118,47.15,0.010776139,2039.52,34.18
22:05.5,moderate,33.9,60.7,251,3089,47.3,0.010974425,2057.73,34.04
22:12.8,moderate,34.7,60.7,251,3064,47.7,0.011325065,2106.29,34.22
22:20.1,moderate,33.8,60.7,251,3062,47.25,0.011038537,2051.66,34.02
22:27.3,moderate,38.7,60.7,252,3100,49.7,0.012483871,2349.09,34.94
22:35.1,moderate,34.5,60.7,252,3107,47.6,0.011103959,2094.15,35.12
22:42.9,moderate,34.6,60.7,252,3099,47.65,0.011164892,2100.22,35.26
22:50.6,moderate,33.8,60.7,252,3115,47.25,0.010850722,2051.66,35.08
22:58.4,moderate,34.7,60.7,252,3107,47.7,0.01116833,2106.29,35.26
23:06.1,moderate,33.6,60.7,251,3105,47.15,0.010821256,2039.52,34.24
23:14.0,moderate,34,60.6,250,3074,47.3,0.011060507,2060.4,34.14
23:21.8,moderate,35.1,60.6,250,3101,47.85,0.011318929,2127.06,34.24
23:29.8,moderate,33.9,60.6,249,3097,47.25,0.010946077,2054.34,34.26
23:37.4,moderate,34.2,60.6,249,3102,47.4,0.011025145,2072.52,34.16
23:45.3,moderate,33.7,60.6,249,3102,47.15,0.010863959,2042.22,34.18
23:53.1,moderate,34.2,60.6,249,3106,47.4,0.011010947,2072.52,34.22
24:00.9,moderate,34.6,60.8,250,3142,47.7,0.011012094,2103.68,34.12
24:08.6,moderate,34.7,60.8,250,3144,47.75,0.011036896,2109.76,34.28
24:16.2,moderate,33.9,60.8,250,3150,47.35,0.010761905,2061.12,34.22
24:24.0,moderate,34.9,60.8,250,3119,47.85,0.011189484,2121.92,34.46
24:31.7,moderate,35.3,60.8,250,3126,48.05,0.011292386,2146.24,34.68
24:39.5,moderate,34.1,60.8,250,3126,47.45,0.010908509,2073.28,34.58
24:47.5,moderate,34.9,60.8,250,3142,47.85,0.011107575,2121.92,34.62
24:55.3,moderate,34.8,60.8,250,3154,47.8,0.011033608,2115.84,34.8
25:03.3,moderate,35.5,60.7,249,3141,48.1,0.011302133,2154.85,34.92
25:10.9,moderate,34.7,60.7,249,3121,47.7,0.011118231,2106.29,34.8
25:18.9,moderate,34.9,60.7,248,3123,47.8,0.011175152,2118.43,34.96
25:26.6,moderate,34.8,59.3,248,3149,47.05,0.011051127,2063.64,34.94
25:34.3,moderate,34.6,59.3,249,3166,46.95,0.010928617,2051.78,34.9
25:41.9,moderate,34.2,59.3,249,3165,46.75,0.010805687,2028.06,34.64
25:50.2,moderate,35.1,59.3,249,3164,47.2,0.011093552,2081.43,34.72
25:58.2,moderate,34.8,59.3,249,3165,47.05,0.010995261,2063.64,34.7
26:05.8,moderate,34,59.3,249,3159,46.65,0.0107629,2016.2,34.54
26:13.5,moderate,34.5,59.3,249,3123,46.9,0.01104707,2045.85,34.52
26:21.2,moderate,34,59.3,249,3151,46.65,0.010790225,2016.2,34.48
26:29.0,moderate,34.7,59.3,249,3153,47,0.011005392,2057.71,34.4
26:36.8,moderate,34,59.3,249,3101,46.65,0.010964205,2016.2,34.24
26:44.5,moderate,33.7,59.3,249,3094,46.5,0.010892049,1998.41,34.18
26:52.3,moderate,36.7,59.3,249,3104,48,0.011823454,2176.31,34.62
27:00.3,moderate,35.3,59.3,249,3116,47.3,0.011328626,2093.29,34.88
27:07.9,moderate,34.7,59.3,248,3109,47,0.011161145,2057.71,34.88
27:16.1,moderate,34.6,59.3,248,3103,46.95,0.0111505,2051.78,35
27:23.9,moderate,34.6,59.3,248,3087,46.95,0.011208293,2051.78,35.18
27:31.9,moderate,35,59.3,248,3092,47.15,0.011319534,2075.5,34.84
27:39.7,moderate,35.1,59.3,248,3085,47.2,0.011377634,2081.43,34.8
27:47.8,moderate,35.1,59.2,248,3064,47.15,0.011455614,2077.92,34.88
27:55.5,moderate,34.1,59.2,248,3060,46.65,0.011143791,2018.72,34.78
28:03.1,moderate,34,59.2,248,3066,46.6,0.011089367,2012.8,34.66
28:10.7,moderate,34.5,59,248,3088,46.75,0.01117228,2035.5,34.56
28:18.5,moderate,34,59,248,3088,46.5,0.011010363,2006,34.34
28:26.1,moderate,34.3,59,248,3076,46.65,0.011150845,2023.7,34.18
28:33.9,moderate,33.9,59,248,3071,46.45,0.01103875,2000.1,34.14
28:41.5,moderate,34.7,59,248,3072,46.85,0.011295573,2047.3,34.28
28:49.1,moderate,35.1,59,248,3085,47.05,0.011377634,2070.9,34.4
28:56.8,moderate,33.9,59,248,3088,46.45,0.010977979,2000.1,34.38
29:04.5,moderate,35,59,248,3098,47,0.011297611,2065,34.52
29:12.3,moderate,34.4,59,248,3102,46.7,0.01108962,2029.6,34.62
29:20.3,moderate,34.4,59,248,3101,46.7,0.011093196,2029.6,34.56
29:27.8,moderate,34.1,59,248,3102,46.55,0.010992908,2011.9,34.36
29:36.0,moderate,34.3,59,248,3100,46.65,0.011064516,2023.7,34.44
29:43.6,moderate,33.8,59,248,3072,46.4,0.011002604,1994.2,34.2
29:51.4,moderate,34.7,59,248,3109,46.85,0.011161145,2047.3,34.26
29:59.2,moderate,35.2,59,248,3088,47.1,0.011398964,2076.8,34.42
30:07.0,moderate,34.4,59,248,3142,46.7,0.01094844,2029.6,34.48
30:15.2,moderate,34.5,59,248,3199,46.75,0.01078462,2035.5,34.52
30:22.8,moderate,34.4,59.1,249,3216,46.75,0.010696517,2033.04,34.64
30:31.0,moderate,33.9,59.1,249,3215,46.5,0.010544323,2003.49,34.48
30:39.2,moderate,34.7,59.2,250,3231,46.95,0.010739709,2054.24,34.38
30:47.0,moderate,34.7,59.2,250,3225,46.95,0.01075969,2054.24,34.44
30:55.0,moderate,41.9,59.4,250,3222,50.65,0.013004345,2488.86,35.92
31:02.8,moderate,34.1,59.1,250,3205,46.6,0.010639626,2015.31,35.86
31:10.8,moderate,34.9,59.1,250,3205,47,0.010889236,2062.59,36.06
31:18.7,moderate,35.2,59.1,250,3201,47.15,0.010996564,2080.32,36.16
31:26.5,moderate,34.9,59.1,250,3205,47,0.010889236,2062.59,36.2
31:34.5,moderate,34.4,59.1,250,3201,46.75,0.010746642,2033.04,34.7
31:42.3,moderate,34.4,59,250,3203,46.7,0.010739931,2029.6,34.76
31:50.1,moderate,34.5,59,250,3176,46.75,0.01086272,2035.5,34.68
31:58.0,moderate,33.9,59.1,250,3185,46.5,0.010643642,2003.49,34.42
32:05.8,moderate,34.9,59.1,249,3179,47,0.010978295,2062.59,34.42
32:13.5,moderate,34.5,59,249,3065,46.75,0.011256117,2035.5,34.44
32:21.3,moderate,33.7,59,249,3089,46.35,0.01090968,1988.3,34.3
32:28.9,moderate,34.7,59,249,3088,46.85,0.011237047,2047.3,34.34
32:36.5,moderate,33.6,59,249,3092,46.3,0.010866753,1982.4,34.28
32:44.2,moderate,34.7,59,249,3054,46.85,0.011362148,2047.3,34.24
32:51.8,moderate,33.9,59,249,3093,46.45,0.010960233,2000.1,34.12
32:59.9,moderate,35.4,59,249,3074,47.2,0.01151594,2088.6,34.46
33:07.7,moderate,34.4,59,249,3073,46.7,0.011194273,2029.6,34.4
33:15.5,moderate,34.9,59,249,3065,46.95,0.011386623,2059.1,34.66
33:23.1,moderate,35,59,249,3055,47,0.011456628,2065,34.72
33:30.9,moderate,34.5,59,249,3055,46.75,0.011292962,2035.5,34.84
33:38.7,moderate,34.4,59,249,3057,46.7,0.011252862,2029.6,34.64
33:46.7,moderate,34.2,59,249,3057,46.6,0.011187439,2017.8,34.6
33:54.6,moderate,34.9,59,249,3061,46.95,0.011401503,2059.1,34.6
34:02.5,moderate,34.5,59,249,3051,46.75,0.011307768,2035.5,34.5
34:10.3,moderate,34.7,59,249,3052,46.85,0.011369594,2047.3,34.54
34:18.2,moderate,35.1,59,249,3054,47.05,0.011493124,2070.9,34.68
34:25.9,moderate,34.6,59,249,3039,46.8,0.011385324,2041.4,34.76
34:33.4,moderate,34.5,59,249,3042,46.75,0.011341223,2035.5,34.68
34:40.9,moderate,34.3,59,249,3052,46.65,0.011238532,2023.7,34.64
34:48.6,moderate,34.2,59.2,254,3170,46.7,0.010788644,2024.64,34.54
34:56.0,moderate,34.1,59.1,254,3168,46.6,0.010763889,2015.31,34.34
35:03.4,moderate,34.4,59.1,254,3182,46.75,0.010810811,2033.04,34.3
35:10.8,moderate,34.4,59.1,253,3178,46.75,0.010824418,2033.04,34.28
35:18.1,moderate,34.8,59.1,253,3178,46.95,0.010950283,2056.68,34.38
35:25.5,moderate,34.1,59.1,253,3218,46.6,0.010596644,2015.31,34.36
35:32.9,moderate,33.7,59.1,253,3225,46.4,0.010449612,1991.67,34.28
35:40.3,moderate,34.1,59.2,254,3234,46.65,0.010544218,2018.72,34.22
35:47.7,moderate,34.5,59.2,252,3211,46.85,0.010744316,2042.4,34.24
35:55.1,moderate,34.4,59.2,252,3212,46.8,0.010709838,2036.48,34.16
36:02.5,moderate,34.1,58.8,252,3206,46.45,0.010636307,2005.08,34.16
36:09.9,moderate,34.7,58.8,251,3201,46.75,0.010840362,2040.36,34.36
36:17.2,moderate,33.8,58.7,250,3181,46.25,0.010625589,1984.06,34.3
36:24.5,moderate,34.7,58.7,250,3181,46.7,0.010908519,2036.89,34.34
36:31.8,moderate,34.6,58.7,250,3176,46.65,0.010894207,2031.02,34.38
36:39.2,moderate,34.5,58.7,250,3103,46.6,0.011118273,2025.15,34.46
36:46.5,moderate,34.3,58.7,250,3104,46.5,0.011050258,2013.41,34.38
36:53.8,moderate,34.1,58.7,250,3112,46.4,0.010957584,2001.67,34.44
37:01.1,moderate,35,58.7,250,3105,46.85,0.011272142,2054.5,34.5
37:08.4,moderate,34.2,58.7,250,3116,46.45,0.01097561,2007.54,34.42
37:15.8,moderate,34.2,58.7,250,3112,46.45,0.010989717,2007.54,34.36
37:23.1,moderate,34.1,58.7,250,3107,46.4,0.010975217,2001.67,34.32
37:30.4,moderate,34.2,58.7,250,3107,46.45,0.011007403,2007.54,34.34
37:37.7,moderate,34.2,58.7,249,3097,46.45,0.011042945,2007.54,34.18
37:45.0,moderate,33.8,58.7,249,3076,46.25,0.010988296,1984.06,34.1
37:52.4,moderate,34.2,58.7,249,3079,46.45,0.011107502,2007.54,34.1
37:59.6,moderate,35,58.7,249,3105,46.85,0.011272142,2054.5,34.28
38:07.1,moderate,34.4,58.7,250,3124,46.55,0.011011524,2019.28,34.32
38:14.3,moderate,34.5,58.7,250,3084,46.6,0.01118677,2025.15,34.38
38:21.7,moderate,34,58.7,250,3125,46.35,0.01088,1995.8,34.42
38:29.0,moderate,34.2,58.7,250,3112,46.45,0.010989717,2007.54,34.42
38:36.3,moderate,34.2,58.7,250,3118,46.45,0.01096857,2007.54,34.26
38:43.7,moderate,34.3,58.7,250,3095,46.5,0.011082391,2013.41,34.24
38:51.0,moderate,34.9,58.7,251,3123,46.8,0.011175152,2048.63,34.32
38:58.9,moderate,34.7,58.7,251,3124,46.7,0.011107554,2036.89,34.46
39:06.7,moderate,33.8,58.7,251,3124,46.25,0.010819462,1984.06,34.38
39:14.4,moderate,34.5,58.7,251,3086,46.6,0.01117952,2025.15,34.44
39:22.0,moderate,34.4,58.8,251,3118,46.6,0.011032713,2022.72,34.46
39:30.0,moderate,34.6,58.8,251,3121,46.7,0.01108619,2034.48,34.4
39:37.8,moderate,34.6,58.8,251,3120,46.7,0.011089744,2034.48,34.38
39:45.4,moderate,34.5,58.8,251,3110,46.65,0.011093248,2028.6,34.52
39:53.0,moderate,34.2,58.7,249,3117,46.45,0.010972089,2007.54,34.46
40:00.7,moderate,34.9,58.7,249,3075,46.8,0.011349593,2048.63,34.56
40:08.4,moderate,34.3,58.7,249,3075,46.5,0.011154472,2013.41,34.5
40:16.0,moderate,34.7,58.7,249,3083,46.7,0.011255271,2036.89,34.52
40:23.7,moderate,34.2,58.7,248,3089,46.45,0.011071544,2007.54,34.46
40:31.6,moderate,34.2,58.7,248,3090,46.45,0.011067961,2007.54,34.46
40:39.3,moderate,34.5,58.7,249,3123,46.6,0.01104707,2025.15,34.38
40:47.1,moderate,33.9,58.7,249,3110,46.3,0.010900322,1989.93,34.3
40:54.7,moderate,34.4,58.7,249,3103,46.55,0.011086046,2019.28,34.24
41:02.5,moderate,34.5,58.7,249,3101,46.6,0.011125443,2025.15,34.3
41:10.5,moderate,34.2,58.7,249,3084,46.45,0.011089494,2007.54,34.3
41:18.0,moderate,34.6,58.7,249,3078,46.65,0.011241066,2031.02,34.32
41:25.6,moderate,34.4,58.7,249,3085,46.55,0.011150729,2019.28,34.42
41:33.3,moderate,35.4,58.7,249,3091,47.05,0.011452604,2077.98,34.62
41:41.1,moderate,34.7,58.7,249,3094,46.7,0.011215255,2036.89,34.66
41:48.8,moderate,34,58.3,249,3106,46.15,0.010946555,1982.2,34.62
41:56.6,moderate,52.8,58.6,253,3180,55.7,0.016603774,3094.08,38.26
42:04.3,moderate,35,58.6,252,3174,46.8,0.011027095,2051,38.38
42:12.0,moderate,34.7,58.6,252,3147,46.65,0.011026374,2033.42,38.24
42:19.7,moderate,34.2,58.6,252,3148,46.4,0.010864041,2004.12,38.14
42:27.4,moderate,34.2,58.6,252,3145,46.4,0.010874404,2004.12,38.18
42:35.3,moderate,34.1,58.6,252,3147,46.35,0.010835717,1998.26,34.44
42:43.0,moderate,35.1,58.6,252,3132,46.85,0.011206897,2056.86,34.46
42:50.7,moderate,34.5,58.6,252,3142,46.55,0.010980267,2021.7,34.42
42:58.3,moderate,34.6,58.6,252,3124,46.6,0.011075544,2027.56,34.5
43:05.9,moderate,34.6,58.4,250,3102,46.5,0.011154094,2020.64,34.58
43:13.9,moderate,33.8,58.4,250,3081,46.1,0.010970464,1973.92,34.52
43:21.5,moderate,34.8,58.4,250,3051,46.6,0.011406096,2032.32,34.46
43:29.5,moderate,34.5,58.4,250,3060,46.45,0.01127451,2014.8,34.46
43:37.3,moderate,34.3,58.4,249,3059,46.35,0.011212815,2003.12,34.4
43:45.0,moderate,35.6,58.4,249,3060,47,0.011633987,2079.04,34.6
43:52.7,moderate,33.6,58.4,249,3070,46,0.010944625,1962.24,34.56
44:00.4,moderate,34.4,58.4,249,3073,46.4,0.011194273,2008.96,34.48
44:08.3,moderate,34,58.4,249,3078,46.2,0.011046134,1985.6,34.38
44:15.9,moderate,34,58.4,249,3077,46.2,0.011049724,1985.6,34.32
44:23.5,moderate,33.5,58.4,249,3080,45.95,0.010876623,1956.4,33.9
44:31.0,moderate,34.7,58.4,249,3065,46.55,0.01132137,2026.48,34.12
44:38.8,moderate,34.9,58.4,249,3070,46.65,0.011368078,2038.16,34.22
44:46.4,moderate,34.5,59.5,249,3250,47,0.010615385,2052.75,34.32
44:54.4,moderate,35.1,59.6,249,3256,47.35,0.010780098,2091.96,34.54
45:02.3,moderate,34.4,59.6,249,3260,47,0.010552147,2050.24,34.72
45:10.3,moderate,34.5,59.6,249,3258,47.05,0.010589319,2056.2,34.68
45:18.1,moderate,36.1,59.6,250,3275,47.85,0.011022901,2151.56,34.92
45:26.2,moderate,35.3,59.6,250,3274,47.45,0.010781918,2103.88,35.08
45:33.9,moderate,39.2,59.6,251,3289,49.4,0.011918516,2336.32,35.9
45:41.7,moderate,34.8,59.7,251,3288,47.25,0.010583942,2077.56,35.98
45:49.6,moderate,34.8,59.7,251,3285,47.25,0.010593607,2077.56,36.04
45:57.6,moderate,41.9,59.9,251,3280,50.9,0.01277439,2509.81,37.2
46:05.6,moderate,34.5,59.6,251,3280,47.05,0.010518293,2056.2,37.04
46:13.9,moderate,35.3,59.6,251,3247,47.45,0.010871574,2103.88,36.26
46:21.6,moderate,35,59.6,251,3235,47.3,0.010819165,2086,36.3
46:29.5,moderate,34.5,59.6,251,3232,47.05,0.010674505,2056.2,36.24
46:37.4,moderate,35,59.6,251,3223,47.3,0.010859448,2086,34.86
46:45.1,moderate,35.8,59.6,251,3101,47.7,0.011544663,2133.68,35.12
46:53.0,moderate,34.5,59.6,251,3088,47.05,0.01117228,2056.2,34.96
47:00.8,moderate,35,59.6,250,3089,47.3,0.011330528,2086,34.96
47:08.6,moderate,34.3,59.5,249,3082,46.9,0.011129137,2040.85,34.92
47:16.7,moderate,42.2,59.4,249,3075,50.8,0.013723577,2506.68,36.36
47:24.4,moderate,35.1,59.4,249,3070,47.25,0.011433225,2084.94,36.22
47:32.0,moderate,35.2,59.4,249,3057,47.3,0.011514557,2090.88,36.36
47:39.8,moderate,34.7,59.4,249,3057,47.05,0.011350998,2061.18,36.3
47:47.6,moderate,35.5,59.5,249,3039,47.5,0.011681474,2112.25,36.54
47:55.7,moderate,34.6,59.5,249,3037,47.05,0.011392822,2058.7,35.02
48:03.4,moderate,35.1,59.5,249,3050,47.3,0.011508197,2088.45,35.02
48:11.1,moderate,34.2,59.5,249,3061,46.85,0.011172819,2034.9,34.82
48:19.1,moderate,34.4,59.5,249,3064,46.95,0.011227154,2046.8,34.76
48:26.8,moderate,34.3,59.5,249,3073,46.9,0.011161731,2040.85,34.52
48:34.6,moderate,34.4,59.5,249,3067,46.95,0.011216172,2046.8,34.48
48:42.7,moderate,34.6,59.5,249,3064,47.05,0.011292428,2058.7,34.38
48:50.4,moderate,34.2,59.5,249,3070,46.85,0.011140065,2034.9,34.38
48:58.1,moderate,34.4,59.5,249,3055,46.95,0.011260229,2046.8,34.38
49:05.8,moderate,34.7,59.5,249,3060,47.1,0.011339869,2064.65,34.46
49:13.5,moderate,34.6,59.5,249,3031,47.05,0.011415374,2058.7,34.5
49:21.7,moderate,34.2,59.5,249,3060,46.85,0.011176471,2034.9,34.42
49:29.8,moderate,35.1,59.5,249,3060,47.3,0.011470588,2088.45,34.6
49:37.6,moderate,34.7,59.5,249,3062,47.1,0.011332462,2064.65,34.66
49:45.6,moderate,35.4,59.5,249,3058,47.45,0.011576194,2106.3,34.8
49:53.5,moderate,35.1,59.5,249,3063,47.3,0.011459354,2088.45,34.9
50:01.4,moderate,34.1,59.5,249,3041,46.8,0.011213417,2028.95,34.88
50:09.2,moderate,37.1,59.5,249,3080,48.3,0.012045455,2207.45,35.28
50:16.8,moderate,34.5,59.6,254,3164,47.05,0.010903919,2056.2,35.24
50:24.2,moderate,34.4,59.7,254,3168,47.05,0.010858586,2053.68,35.04
50:31.6,moderate,34.1,59.7,254,3164,46.9,0.010777497,2035.77,34.84
50:39.0,moderate,33.7,59.7,255,3188,46.7,0.010570891,2011.89,34.76
50:46.4,moderate,36,59.7,255,3181,47.85,0.011317196,2149.2,34.54
50:53.9,moderate,34.4,59.7,255,3182,47.05,0.010810811,2053.68,34.52
51:01.3,moderate,34.1,59.7,255,3180,46.9,0.01072327,2035.77,34.46
51:08.7,moderate,34.7,59.7,255,3164,47.2,0.01096713,2071.59,34.58
51:16.2,moderate,34.7,59.7,253,3160,47.2,0.010981013,2071.59,34.78
51:23.6,moderate,34.6,59.7,253,3161,47.15,0.010945903,2065.62,34.5
51:30.9,moderate,34.7,59.7,253,3165,47.2,0.010963665,2071.59,34.56
51:38.3,moderate,34.5,59.7,252,3154,47.1,0.010938491,2059.65,34.64
51:45.7,moderate,34.9,59.7,251,3148,47.3,0.011086404,2083.53,34.68
51:53.0,moderate,34.7,59.2,251,3131,46.95,0.011082721,2054.24,34.68
52:00.4,moderate,35.1,59.2,251,3130,47.15,0.011214058,2077.92,34.78
52:07.7,moderate,34.4,59.2,251,3131,46.8,0.010986905,2036.48,34.72
52:15.1,moderate,34.6,59.2,251,3057,46.9,0.011318286,2048.32,34.74
52:22.5,moderate,35.6,59.2,251,3079,47.4,0.011562196,2107.52,34.88
52:29.9,moderate,34.2,59.2,251,3074,46.7,0.011125569,2024.64,34.78
52:37.2,moderate,35.1,59.2,250,3082,47.15,0.011388709,2077.92,34.78
52:44.6,moderate,34.5,59.2,250,3069,46.85,0.011241447,2042.4,34.8
52:51.9,moderate,34.3,59.2,250,3092,46.75,0.011093144,2030.56,34.74
52:59.2,moderate,35,59.2,250,3092,47.1,0.011319534,2072,34.62
53:06.5,moderate,34.8,59.2,250,3074,47,0.011320755,2060.16,34.74
53:13.9,moderate,35.9,59.2,250,3061,47.55,0.011728193,2125.28,34.9
53:21.2,moderate,36.9,59.2,250,3095,48.05,0.011922456,2184.48,35.38
53:28.5,moderate,34.2,59.2,250,3089,46.7,0.011071544,2024.64,35.36
53:35.9,moderate,35.4,59.2,250,3097,47.3,0.011430417,2095.68,35.44
53:43.3,moderate,34.9,59.2,250,3093,47.05,0.011283543,2066.08,35.46
53:50.6,moderate,34.9,59.2,250,3108,47.05,0.011229086,2066.08,35.26
53:58.0,moderate,34.3,59.2,250,3109,46.75,0.011032486,2030.56,34.74
54:05.4,moderate,34.7,59.2,250,3110,46.95,0.011157556,2054.24,34.84
